date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2000-06-30,0.7655000000000001,0.8625,0.5315000000000001,0.6065,0.52192397026,4777000,0.0,1.0
2000-07-03,0.6125,0.669,0.6110000000000001,0.65,0.559357923609,482700,0.0,1.0
2000-07-05,0.6625000000000001,0.6875,0.6375000000000001,0.6565000000000001,0.564951502845,410100,0.0,1.0
2000-07-06,0.672,0.7405,0.6565000000000001,0.7375,0.634656105633,422300,0.0,1.0
2000-07-07,0.7440000000000001,0.7565000000000001,0.6875,0.6940000000000001,0.597222152284,237400,0.0,1.0
2000-07-10,0.6970000000000001,0.7000000000000001,0.669,0.672,0.578290037947,208600,0.0,1.0
2000-07-11,0.664,0.664,0.5940000000000001,0.6000000000000001,0.516330391024,309300,0.0,1.0
2000-07-12,0.6095,0.6440000000000001,0.6065,0.625,0.537844157316,122700,0.0,1.0
2000-07-13,0.6375000000000001,0.6440000000000001,0.572,0.5750000000000001,0.494816624731,300500,0.0,1.0
2000-07-14,0.5690000000000001,0.5815,0.5405000000000001,0.547,0.470721206483,315400,0.0,1.0
2000-07-17,0.5345,0.5375,0.46875,0.47500000000000003,0.408761559561,363200,0.0,1.0
2000-07-18,0.4797,0.5065000000000001,0.40940000000000004,0.41250000000000003,0.354977143829,377800,0.0,1.0
2000-07-19,0.41875,0.4375,0.40940000000000004,0.4156500000000001,0.357687878382,144300,0.0,1.0
2000-07-20,0.40940000000000004,0.4375,0.40940000000000004,0.4375,0.376490910122,119500,0.0,1.0
2000-07-21,0.4617,0.49375,0.4375,0.46875,0.403383117987,303400,0.0,1.0
2000-07-24,0.46875,0.46875,0.40625,0.41875,0.360355585402,139300,0.0,1.0
2000-07-25,0.40625,0.40940000000000004,0.38125000000000003,0.38595,0.332129524026,158100,0.0,1.0
2000-07-26,0.375,0.38125000000000003,0.325,0.3375,0.290435844951,247000,0.0,1.0
2000-07-27,0.31875000000000003,0.3375,0.28125,0.2969,0.255497488492,178200,0.0,1.0
2000-07-28,0.30000000000000004,0.30000000000000004,0.23750000000000002,0.29375,0.252786753939,445100,0.0,1.0
2000-07-31,0.28045000000000003,0.3219,0.25,0.30315000000000003,0.260875930065,323800,0.0,1.0
2000-08-01,0.31875000000000003,0.31875000000000003,0.29065,0.30000000000000004,0.258165195512,119000,0.0,1.0
2000-08-02,0.28750000000000003,0.3125,0.27815,0.29375,0.252786753939,127000,0.0,1.0
2000-08-03,0.29375,0.2953,0.27815,0.29065,0.250119046918,89500,0.0,1.0
2000-08-04,0.30000000000000004,0.30000000000000004,0.28125,0.29065,0.250119046918,58500,0.0,1.0
